target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v1TS204_3	214	35	0.414207	0.482993	19259.030893	12685.823455	9810.160626	11553.166819	9448.870267	0.853475	0.918952	19259.030893	21363.327445	18665.000743	2698.326702	594.03015	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS369_1	214	80	0.409946	0.481417	19259.030893	12383.367285	9648.455467	11176.068389	9610.575426	0.854994	0.922918	19259.030893	20824.523856	18496.916663	2327.607194	762.11423	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS369_1	214	189	0.409946	0.481417	19259.030893	12383.367285	9648.455467	11176.068389	9610.575426	0.854994	0.922918	19259.030893	20824.523856	18496.916663	2327.607194	762.11423	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS369_2	214	81	0.409645	0.485213	19259.030893	12547.07849	9743.789381	11160.137605	9515.241511	0.830742	0.88799	19259.030893	20903.926986	17832.145225	3071.781762	1426.885668	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS369_2	214	190	0.409645	0.485213	19259.030893	12547.07849	9743.789381	11160.137605	9515.241511	0.830742	0.88799	19259.030893	20903.926986	17832.145225	3071.781762	1426.885668	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS369_4	214	83	0.409015	0.486893	19259.030893	12939.232709	9913.507489	11548.977412	9345.523404	0.827089	0.877884	19259.030893	21462.484901	17874.385376	3588.099525	1384.645517	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS369_4	214	192	0.409015	0.486893	19259.030893	12939.232709	9913.507489	11548.977412	9345.523404	0.827089	0.877884	19259.030893	21462.484901	17874.385376	3588.099525	1384.645517	A=L,B=G,C=H,D=D,E=E,F=A,G=B,H=C,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS167_1	214	28	0.408975	0.473958	19259.030893	12290.669562	9552.556364	11498.130164	9706.474529	0.872414	0.92552	19259.030893	21050.686527	18653.716359	2396.970168	605.314534	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS450_1	214	85	0.408975	0.473958	19259.030893	12290.669562	9552.556364	11498.130164	9706.474529	0.872414	0.92552	19259.030893	21050.686527	18653.716359	2396.970168	605.314534	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS369_3	214	82	0.40876	0.479791	19259.030893	12455.842599	9683.135557	11421.78435	9575.895336	0.87524	0.929564	19259.030893	21104.919907	18760.443419	2344.476488	498.587474	A=F,B=B,C=C,D=I,E=J,F=K,G=G,H=H,I=D,J=E,K=L,L=A	100	100	100
