target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	identity_of_residues	identity_of_atoms	identity_of_chains
9DXF-assembly1.cif	M1239v1TS294_3	215	70	0.046105	0.067847	14252.05093	767.408257	705.350806	5834.849338	13546.700123	0.248715	0.343118	14252.05093	3589.489876	3567.097568	2973.102576	10684.953362	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v2TS208_3	215	145	0.045211	0.078406	14252.05093	879.680482	749.405535	4114.558398	13502.645395	0.180276	0.268811	14252.05093	2569.298174	2569.298174	2294.66576	11682.752756	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v1TS159_2	215	27	0.045039	0.075476	14252.05093	886.697091	744.142832	4722.501914	13507.908097	0.22464	0.324726	14252.05093	3201.587085	3201.587085	2265.057661	11050.463845	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v1TS325_2	215	79	0.045039	0.075476	14252.05093	886.697091	744.142832	4722.501914	13507.908097	0.22464	0.324726	14252.05093	3201.587085	3201.587085	2265.057661	11050.463845	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v2TS159_2	215	132	0.045039	0.075476	14252.05093	886.697091	744.142832	4722.501914	13507.908097	0.22464	0.324726	14252.05093	3201.587085	3201.587085	2265.057661	11050.463845	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v2TS325_2	215	188	0.045039	0.075476	14252.05093	886.697091	744.142832	4722.501914	13507.908097	0.22464	0.324726	14252.05093	3201.587085	3201.587085	2265.057661	11050.463845	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS294_3	214	70	0.045015	0.066049	14274.442194	750.45537	687.391863	5852.808281	13587.050331	0.242613	0.338831	14274.442194	3589.489876	3526.327557	3013.872588	10748.114638	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS481_3	215	206	0.04491	0.070821	14252.05093	836.517257	721.568834	5403.749163	13530.482096	0.277514	0.388189	14252.05093	3955.136668	3955.136668	2170.181328	10296.914261	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v2TS235_4	215	156	0.044843	0.076942	14252.05093	849.855462	729.848916	3989.440285	13522.202014	0.163995	0.2464	14252.05093	2337.271281	2337.271281	2382.017921	11914.779649	41.525424	36.416833	25
9DXF-assembly1.cif	M1239v2TS208_1	215	143	0.044651	0.077031	14252.05093	861.827431	732.491265	4033.666203	13519.559665	0.172872	0.259097	14252.05093	2463.779666	2463.779666	2302.377802	11788.271264	41.525424	36.416833	25
