target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v2TS462_3	214	201	0.497511	0.548492	5054.332747	3749.665958	2976.369537	2822.216258	2077.96321	0.824478	0.918257	5054.332747	5798.585794	4982.884937	815.700857	71.44781	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v1TS294_1	214	68	0.483812	0.514824	5054.332747	3733.2022	2921.309629	3373.128205	2133.023118	0.73992	0.88417	5054.332747	6294.437834	5017.1199	1277.317933	37.212847	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS489_1	214	209	0.480248	0.502409	5054.332747	3723.063009	2905.282441	3605.801974	2149.050306	0.707545	0.872191	5054.332747	6511.084415	5043.625108	1467.459307	10.707639	A=A,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=K,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS462_4	214	202	0.477144	0.529586	5054.332747	3786.357251	2935.118286	3095.128295	2119.214461	0.793107	0.905661	5054.332747	6030.246581	5019.436224	1010.810357	34.896523	A=L,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v1TS231_2	214	42	0.474878	0.498745	5054.332747	3818.349565	2956.030545	3843.504732	2098.302202	0.6371	0.845264	5054.332747	6799.535277	5009.824637	1789.71064	44.50811	A=F,B=B,C=C,D=D,E=E,F=K,G=G,H=H,I=I,J=J,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS489_2	214	210	0.470418	0.5036	5054.332747	3606.123117	2812.382771	3302.393743	2241.949976	0.790191	0.905056	5054.332747	6114.776513	5054.332747	1060.443766	0	A=A,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=K,L=L	100	100	100
9DXD-assembly1.cif	M1239v1TS028_5	214	10	0.466548	0.50663	5054.332747	3668.472981	2814.808479	3242.747446	2239.524268	0.798674	0.908425	5054.332747	6057.555926	5047.160231	1010.395695	7.172516	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS110_5	214	130	0.466546	0.506628	5054.332747	3668.402717	2814.778777	3242.701877	2239.55397	0.798683	0.908429	5054.332747	6057.480654	5047.144741	1010.335913	7.188006	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS262_1	214	163	0.462063	0.509847	5054.332747	3754.354467	2883.044492	3372.083396	2171.288255	0.741894	0.88465	5054.332747	6255.127888	5002.454363	1252.673524	51.878384	A=A,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=F	100	100	100
9DXD-assembly1.cif	M1239v2TS262_3	214	165	0.461915	0.509988	5054.332747	3757.647733	2884.369138	3372.823673	2169.96361	0.741486	0.884488	5054.332747	6257.19281	5002.454363	1254.738447	51.878384	A=A,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=F	100	100	100
9DXD-assembly1.cif	M1239v2TS262_5	214	167	0.461678	0.509787	5054.332747	3753.59196	2882.034577	3370.452285	2172.298171	0.742417	0.884856	5054.332747	6252.486861	5002.454363	1250.032498	51.878384	A=A,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=F	100	100	100
9DXD-assembly1.cif	M1239v1TS231_1	214	41	0.454945	0.476152	5054.332747	3732.922949	2854.6829	4081.613266	2199.649847	0.610957	0.836009	5054.332747	6936.296166	5012.137202	1924.158964	42.195545	A=L,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=F,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS462_3	215	201	0.4244	0.478592	5089.68122	3369.488583	2605.518425	3193.067369	2484.162795	0.860717	0.934893	5089.68122	5798.585794	5089.68122	708.904575	0	A=F,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS489_1	215	209	0.41063	0.433911	5089.68122	3260.044	2516.850316	3994.234099	2572.830903	0.720728	0.877473	5089.68122	6511.084415	5089.68122	1421.403195	0	A=A,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=L,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS489_5	214	213	0.406258	0.486044	5054.332747	2974.251891	2400.351005	2422.4197	2653.981742	0.699551	0.846253	5054.332747	4822.770704	4179.266401	643.504304	875.066347	A=F,B=B,C=C,D=D,E=E,F=K,G=G,H=H,I=I,J=J,K=L,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS489_2	215	210	0.406253	0.443094	5089.68122	3222.870491	2482.311911	3632.464602	2607.369308	0.798593	0.90851	5089.68122	6114.776513	5089.68122	1025.095294	0	A=L,B=B,C=C,D=D,E=E,F=K,G=G,H=H,I=I,J=J,K=A,L=F	100	100	100
9DXF-assembly1.cif	M1239v1TS231_2	215	42	0.404725	0.418592	5089.68122	3199.016525	2488.367609	4311.167668	2601.313611	0.664055	0.856184	5089.68122	6799.535277	5089.68122	1709.854057	0	A=L,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=K	100	100	100
9DXF-assembly1.cif	M1239v1TS294_1	215	68	0.404233	0.435049	5089.68122	3179.64368	2476.325228	3818.112606	2613.355992	0.732943	0.867851	5089.68122	6294.437834	4939.857815	1354.580019	149.823405	A=L,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=K	100	100	100
9DXF-assembly1.cif	M1239v2TS462_4	215	202	0.403826	0.454672	5089.68122	3236.502476	2527.959818	3502.286763	2561.721402	0.815202	0.915416	5089.68122	6030.246581	5089.68122	940.565361	0	A=K,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=F,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS231_4	214	151	0.402739	0.44729	5054.332747	2923.232077	2364.639092	3154.19782	2689.693655	0.543606	0.772383	5054.332747	5518.836913	4083.270666	1435.566247	971.062081	A=A,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=F	100	100	100
9DXD-assembly1.cif	M1239v2TS489_3	214	211	0.401939	0.438183	5054.332747	2999.685545	2385.696249	3449.011322	2668.636498	0.83757	0.924605	5054.332747	5834.707571	5034.032745	800.674826	20.300002	A=L,B=B,C=C,D=D,E=E,F=K,G=G,H=H,I=I,J=J,K=F,L=A	100	100	100
9DXF-assembly1.cif	M1239v2TS110_5	215	130	0.401878	0.450066	5089.68122	3302.533057	2508.479029	3549.001624	2581.20219	0.809851	0.91318	5089.68122	6057.480654	5089.68122	967.799434	0	A=F,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=A	100	100	100
9DXF-assembly1.cif	M1239v1TS028_5	215	10	0.401876	0.450063	5089.68122	3302.547126	2508.480188	3549.075738	2581.201032	0.809836	0.913174	5089.68122	6057.555926	5089.68122	967.874706	0	A=F,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=A	100	100	100
9DXD-assembly1.cif	M1239v2TS014_6	214	110	0.400783	0.398355	5054.332747	3338.153493	2514.237735	5054.544904	2540.095012	0.470607	0.785265	5054.332747	7568.782639	4956.248276	2612.534364	98.084472	A=K,B=F,C=A,D=L	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v1TS014_1	214	0	0.399692	0.40893	5054.332747	3367.120333	2527.351872	4779.109397	2526.980876	0.496928	0.794294	5054.332747	7306.461269	4909.049419	2397.41185	145.283328	A=F,B=A,C=L,D=K	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v1TS014_2	214	1	0.399689	0.407087	5054.332747	3346.775674	2521.521058	4812.275107	2532.81169	0.492744	0.793041	5054.332747	7333.796164	4912.144129	2421.652035	142.188618	A=F,B=A,C=L,D=K	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v1TS014_3	214	2	0.399544	0.410746	5054.332747	3396.091556	2544.400068	4790.418786	2509.932679	0.496976	0.794784	5054.332747	7334.818854	4923.351129	2411.467725	130.981618	A=L,B=K,C=F,D=A	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v1TS014_6	214	5	0.399296	0.405992	5054.332747	3347.493105	2519.291836	4836.915451	2535.040911	0.489261	0.791996	5054.332747	7356.207288	4914.546807	2441.66048	139.78594	A=A,B=F,C=K,D=L	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v2TS462_1	214	199	0.399278	0.454019	5054.332747	2982.549391	2383.417504	3061.436223	2670.915244	0.611951	0.813192	5054.332747	5444.853727	4268.928681	1175.925046	785.404066	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=A,L=L	100	100	100
9DXD-assembly1.cif	M1239v2TS014_2	214	106	0.399261	0.397853	5054.332747	3342.552033	2512.389021	5063.013785	2541.943727	0.467757	0.783848	5054.332747	7575.402806	4949.899622	2625.503184	104.433126	A=F,B=K,C=L,D=A	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v2TS014_3	214	107	0.398535	0.398137	5054.332747	3336.616161	2507.818834	5035.626386	2546.513913	0.471611	0.786255	5054.332747	7543.44522	4952.533122	2590.912098	101.799625	A=K,B=F,C=A,D=L	90.219224	78.556608	33.333333
9DXD-assembly1.cif	M1239v2TS481_3	214	206	0.398172	0.416927	5054.332747	2868.256556	2330.547387	3794.77061	2723.785361	0.541332	0.72543	5054.332747	6125.317997	4055.027166	2070.290831	999.305581	A=K,B=B,C=C,D=D,E=E,F=F,G=G,H=H,I=I,J=J,K=L,L=A	100	100	100
9DXD-assembly1.cif	M1239v1TS028_2	214	7	0.396925	0.497647	5054.332747	2958.536829	2367.955127	2094.327196	2686.37762	0.772564	0.879207	5054.332747	4462.282324	4183.538491	278.743833	870.794256	A=L,B=B,C=C,D=D,E=E,F=A,G=G,H=H,I=I,J=J,K=F,L=K	100	100	100
9DXD-assembly1.cif	M1239v2TS033_5	214	120	0.39619	0.417073	5054.332747	2847.229559	2327.871267	3780.684653	2726.46148	0.538645	0.721305	5054.332747	6108.555919	4025.924839	2082.63108	1028.407908	A=A,B=B,C=C,D=D,E=E,F=L,G=G,H=H,I=I,J=J,K=K,L=F	100	100	100
