target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v1TS481_4	214	98	0.378726	0.477369	14204.698146	9018.544517	6760.164551	7357.756032	7444.533595	0.931741	0.942013	14204.698146	13445.164521	13340.134472	777.786112	864.563674	.	100	100	100
9DXF-assembly1.cif	M1239v1TS481_4	215	98	0.3758	0.479076	14222.136574	9078.123619	6788.525694	7329.394889	7433.610879	0.92925	0.940756	14222.136574	13445.164521	13330.545437	787.375146	891.591136	.	100	100	100
9DXD-assembly1.cif	M1239v1TS204_2	214	34	0.310369	0.36598	14204.698146	6971.955688	5378.669254	9809.874952	8826.028892	0.897778	0.922034	14204.698146	14348.893823	13550.7811	1637.763106	653.917045	.	100	100	100
9DXD-assembly1.cif	M1239v2TS204_1	214	138	0.310369	0.36598	14204.698146	6971.955688	5378.669254	9809.874952	8826.028892	0.897778	0.922034	14204.698146	14348.893823	13550.7811	1637.763106	653.917045	.	100	100	100
9DXF-assembly1.cif	M1239v1TS204_2	215	34	0.303664	0.359449	14222.136574	7012.9499	5285.822119	9902.722087	8936.314455	0.895073	0.920711	14222.136574	14348.893823	13539.369792	1649.174414	682.766782	.	100	100	100
9DXF-assembly1.cif	M1239v2TS204_1	215	138	0.303664	0.359449	14222.136574	7012.9499	5285.822119	9902.722087	8936.314455	0.895073	0.920711	14222.136574	14348.893823	13539.369792	1649.174414	682.766782	.	100	100	100
9DXF-assembly1.cif	M1239v2TS481_3	215	206	0.235132	0.34415	14222.136574	7949.366773	4854.51516	9134.992607	9367.621414	0.915993	0.944943	14222.136574	13631.014559	13329.195739	660.312027	892.940834	.	100	100	100
9DXD-assembly1.cif	M1239v2TS481_3	214	206	0.234172	0.340837	14204.698146	7896.700741	4804.819971	9184.687796	9399.878175	0.919751	0.946854	14204.698146	13631.014559	13347.898921	641.608846	856.799225	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_3	215	92	0.217571	0.268372	14222.136574	4955.837032	3820.749667	10430.689132	10401.386907	0.455473	0.471947	14222.136574	7176.856116	6719.00336	7532.435439	7503.133214	.	100	100	100
9DXF-assembly1.cif	M1239v1TS110_1	215	21	0.215178	0.263992	14222.136574	4827.899182	3770.129496	10570.143726	10452.007078	0.495345	0.498391	14222.136574	7190.367643	7117.617901	7222.655321	7104.518673	.	100	100	100
9DXD-assembly1.cif	M1239v1TS110_1	214	21	0.213676	0.261495	14204.698146	4820.398581	3732.180997	10608.092225	10472.517149	0.496673	0.499137	14204.698146	9043.345762	7123.925956	7216.347266	7080.77219	.	100	100	100
9DXF-assembly1.cif	M1239v1TS091_5	215	20	0.211946	0.260333	14222.136574	5042.059333	3819.574623	11302.015497	10402.56195	0.483178	0.494932	14222.136574	7651.32942	7261.578651	7860.011469	6960.557922	.	100	100	100
9DXF-assembly1.cif	M1239v2TS091_5	215	125	0.211946	0.260333	14222.136574	5042.059333	3819.574623	11302.015497	10402.56195	0.483178	0.494932	14222.136574	7651.32942	7261.578651	7860.011469	6960.557922	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_3	214	92	0.211926	0.263084	14204.698146	4865.624702	3743.181064	10508.257735	10461.517082	0.456288	0.472937	14204.698146	7159.429989	6728.980728	7522.458071	7475.717418	.	100	100	100
9DXF-assembly1.cif	M1239v1TS208_4	215	40	0.209805	0.259467	14222.136574	4798.603538	3693.344485	10553.174609	10528.792088	0.497506	0.502746	14222.136574	7236.899117	7156.252143	7090.266951	7065.884431	.	100	100	100
9DXD-assembly1.cif	M1239v1TS091_5	214	20	0.209165	0.257379	14204.698146	5063.195019	3773.981632	11347.608488	10430.716514	0.490137	0.498392	14204.698146	9525.04558	7307.990201	7813.599919	6896.707944	.	100	100	100
9DXD-assembly1.cif	M1239v2TS091_5	214	125	0.209165	0.257379	14204.698146	5063.195019	3773.981632	11347.608488	10430.716514	0.490137	0.498392	14204.698146	9525.04558	7307.990201	7813.599919	6896.707944	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_2	214	69	0.206677	0.253422	14204.698146	4618.096276	3612.279037	10690.997565	10592.419109	0.487681	0.491563	14204.698146	7086.097111	7006.729877	7296.546725	7197.968269	.	100	100	100
9DXD-assembly1.cif	M1239v1TS208_4	214	40	0.206355	0.256369	14204.698146	4847.070044	3647.001538	10599.517556	10557.696608	0.499467	0.503812	14204.698146	9002.440285	7167.039255	7079.479839	7037.65889	.	100	100	100
9DXF-assembly1.cif	M1239v1TS208_2	215	39	0.205471	0.259188	14222.136574	4766.090832	3667.484817	10410.211176	10554.651757	0.486526	0.494644	14222.136574	7078.911918	6999.178225	7078.517768	7222.958349	.	100	100	100
9DXF-assembly1.cif	M1239v1TS294_2	215	69	0.204962	0.25358	14222.136574	4687.251242	3616.743186	10686.533415	10605.393387	0.488827	0.492132	14222.136574	7086.097111	7019.131726	7284.144875	7203.004847	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_4	214	93	0.204222	0.253267	14204.698146	4669.540885	3609.328493	10688.182582	10595.369653	0.465151	0.474067	14204.698146	7069.869023	6755.983313	7541.527762	7448.714833	.	100	100	100
9DXD-assembly1.cif	M1239v1TS208_2	214	39	0.203912	0.258084	14204.698146	4785.393509	3649.610017	10428.085976	10555.088129	0.487843	0.495396	14204.698146	8888.06974	7005.486279	7072.209714	7199.211866	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_4	215	93	0.202981	0.255008	14222.136574	4748.761322	3636.365241	10661.145834	10585.771333	0.46258	0.472208	14222.136574	7053.063318	6733.604095	7563.906979	7488.532478	.	100	100	100
9DXD-assembly1.cif	M1239v1TS294_3	214	70	0.202418	0.249375	14204.698146	4685.227502	3595.716937	11037.445756	10608.981208	0.500525	0.49973	14204.698146	7301.345453	7205.57646	7427.586233	6999.121685	.	100	100	100
