target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	renaming_of_model_chains	identity_of_residues	identity_of_atoms	identity_of_chains
9DXD-assembly1.cif	M1239v2TS489_1	214	209	0.480248	0.502409	5054.332747	3723.063009	2905.282441	3605.801974	2149.050306	0.707545	0.872191	5054.332747	6511.084415	5043.625108	1467.459307	10.707639	.	100	100	100
9DXD-assembly1.cif	M1239v2TS489_2	214	210	0.470418	0.5036	5054.332747	3606.123117	2812.382771	3302.393743	2241.949976	0.790191	0.905056	5054.332747	6114.776513	5054.332747	1060.443766	0	.	100	100	100
9DXD-assembly1.cif	M1239v2TS489_3	214	211	0.39699	0.435729	5054.332747	3002.273035	2372.333618	3462.373952	2681.999129	0.837573	0.924607	5054.332747	5834.707571	5034.039189	800.668382	20.293559	.	100	100	100
9DXD-assembly1.cif	M1239v2TS294_2	214	179	0.38629	0.452607	5054.332747	2825.574386	2275.211097	2724.254076	2779.12165	0.632006	0.814999	5054.332747	4999.465173	4096.917906	902.547268	957.414842	.	100	100	100
9DXD-assembly1.cif	M1239v2TS294_5	214	182	0.3849	0.454147	5054.332747	2869.914355	2301.323464	2779.043303	2753.009283	0.565665	0.78339	5054.332747	5080.366767	3969.712448	1110.654319	1084.620299	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_3	214	92	0.383468	0.419599	5054.332747	2886.843579	2307.645122	3637.317045	2746.687625	0.498735	0.706981	5054.332747	5944.962167	3888.144531	2056.817636	1166.188216	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_4	214	93	0.380712	0.449748	5054.332747	2918.153978	2304.795479	2890.156451	2749.537268	0.607165	0.805852	5054.332747	5194.951929	4129.701267	1065.250662	924.63148	.	100	100	100
9DXD-assembly1.cif	M1239v2TS110_4	214	129	0.379693	0.410273	5054.332747	2851.99849	2273.66024	3755.657437	2780.672507	0.513245	0.710627	5054.332747	6029.317676	3938.168237	2091.149439	1116.16451	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_2	214	91	0.379189	0.3992	5054.332747	2832.315885	2268.727709	4043.323017	2785.605038	0.709106	0.870647	5054.332747	6312.050726	4948.054949	1363.995777	106.277798	.	100	100	100
9DXD-assembly1.cif	M1239v2TS294_4	214	181	0.376918	0.439022	5054.332747	2922.599963	2288.630378	3083.081571	2765.702369	0.570766	0.791916	5054.332747	5371.711949	4128.275802	1243.436148	926.056946	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_1	214	90	0.373749	0.408668	5054.332747	2866.990487	2244.998213	3687.583883	2809.334534	0.601745	0.771495	5054.332747	5932.582096	4238.173246	1694.40885	816.159501	.	100	100	100
9DXD-assembly1.cif	M1239v2TS294_3	214	180	0.371106	0.446914	5054.332747	2910.352539	2262.611636	2808.53965	2791.721111	0.693495	0.847002	5054.332747	5071.151287	4288.154105	782.997181	766.178642	.	100	100	100
9DXD-assembly1.cif	M1239v1TS110_3	214	23	0.368818	0.450902	5054.332747	2956.189188	2273.181827	2755.310026	2781.15092	0.685242	0.842218	5054.332747	5028.491853	4245.966864	782.52499	808.365884	.	100	100	100
9DXD-assembly1.cif	M1239v1TS462_5	214	94	0.364423	0.428072	5054.332747	2785.615717	2175.325391	2933.704288	2879.007356	0.646028	0.823967	5054.332747	5109.029679	4187.135617	921.894063	867.197131	.	100	100	100
9DXD-assembly1.cif	M1239v2TS294_1	214	178	0.360017	0.443545	5054.332747	2820.013063	2186.36217	2617.892177	2867.970577	0.697929	0.845133	5054.332747	4804.254347	4165.910984	638.343363	888.421763	.	100	100	100
9DXF-assembly1.cif	M1239v2TS489_1	215	209	0.330708	0.343979	5089.68122	2486.205984	1995.210297	4515.874119	3094.470923	0.720728	0.877473	5089.68122	6511.084415	5089.68122	1421.403195	0	.	100	100	100
9DXF-assembly1.cif	M1239v2TS489_2	215	210	0.317085	0.336799	5089.68122	2360.415104	1886.827121	4227.949393	3202.854099	0.798593	0.90851	5089.68122	6114.776513	5089.68122	1025.095294	0	.	100	100	100
9DXF-assembly1.cif	M1239v2TS294_2	215	179	0.252677	0.281849	5089.68122	1614.028431	1421.806285	3577.658888	3667.874934	0.590088	0.793211	5089.68122	4999.465173	4001.413323	998.051851	1088.267897	.	100	100	100
9DXF-assembly1.cif	M1239v2TS294_5	215	182	0.249653	0.281319	5089.68122	1652.207308	1430.512811	3649.853956	3659.168408	0.549511	0.774549	5089.68122	5080.366767	3938.601266	1141.765502	1151.079954	.	100	100	100
9DXF-assembly1.cif	M1239v2TS110_4	215	129	0.247215	0.253846	5089.68122	1618.037254	1411.25548	4618.062196	3678.425739	0.501418	0.707342	5089.68122	6029.317676	3932.468101	2096.849575	1157.213119	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_4	215	93	0.24535	0.277703	5089.68122	1667.84369	1428.039245	3766.912684	3661.641974	0.564562	0.78451	5089.68122	5194.951929	4034.196684	1160.755245	1055.484536	.	100	100	100
9DXF-assembly1.cif	M1239v2TS294_4	215	181	0.2448	0.271756	5089.68122	1650.392423	1421.4747	3950.237249	3668.206519	0.529273	0.770982	5089.68122	5371.711949	4032.771219	1338.940731	1056.910001	.	100	100	100
9DXF-assembly1.cif	M1239v2TS294_3	215	180	0.244757	0.290064	5089.68122	1813.218628	1473.647443	3597.503844	3616.033777	0.673616	0.836511	5089.68122	5071.151287	4249.822064	821.329223	839.859156	.	100	100	100
9DXF-assembly1.cif	M1239v2TS489_3	215	211	0.244581	0.26502	5089.68122	1745.886752	1447.590421	4387.11715	3642.090799	0.843952	0.927297	5089.68122	5834.707571	5065.077164	769.630407	24.604055	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_1	215	90	0.244454	0.259488	5089.68122	1671.579842	1430.074436	4502.50766	3659.606784	0.559121	0.758247	5089.68122	5932.582096	4178.798156	1753.783939	910.883063	.	100	100	100
9DXF-assembly1.cif	M1239v1TS110_3	215	23	0.243058	0.290176	5089.68122	1811.318635	1468.026377	3560.465476	3621.654843	0.661418	0.829685	5089.68122	5028.491853	4197.449028	831.042825	892.232191	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_3	215	92	0.242501	0.247017	5089.68122	1575.157659	1362.874822	4582.087345	3726.806398	0.478534	0.699774	5089.68122	5944.962167	3860.878259	2084.083908	1228.802961	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_2	215	91	0.236581	0.234527	5089.68122	1547.276394	1337.008751	4975.041975	3752.672469	0.747867	0.887449	5089.68122	6312.050726	5059.227674	1252.823052	30.453546	.	100	100	100
9DXF-assembly1.cif	M1239v2TS294_1	215	178	0.23054	0.281899	5089.68122	1689.4209	1394.543	3409.711347	3695.13822	0.675686	0.833165	5089.68122	4804.254347	4121.639567	682.61478	968.041652	.	100	100	100
9DXF-assembly1.cif	M1239v1TS462_5	215	94	0.226773	0.267107	5089.68122	1642.011105	1362.075053	3746.954626	3727.606167	0.610373	0.805556	5089.68122	5109.029679	4107.815815	1001.213864	981.865405	.	100	100	100
